Ware Type,File_Delete_archived,File_created,File_creation_time_changed,Pipe_Created,Process_Create,Registry_value_set,process-related,network-related,file-related,suspicious_path,system_executable,path_length,directory_depth,process_name_length,process_vs_parent_freq_ratio,executable_depth_diff,parent_is_system_executable,extension_similarity
good,0,0,0,0,0,0,0,0,0,1,0,69,7,10,0.000168418,7,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,118,14,8,5.182085530321678e-06,14,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,229,14,52,2.331938488644755e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,0,1,100,5,32,2.591042765160839e-06,5,0,0
ransom,0,0,0,0,0,1,0,0,1,0,1,89,6,18,0.013626293901980852,6,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,10,19,1.0364171060643357e-05,10,0,0
ransom,0,0,0,0,0,0,0,0,1,0,1,32,3,12,0.004754563,3,0,0
ransom,0,0,0,0,0,1,0,0,1,0,1,105,4,27,0.000129552,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,72,9,15,2.850147041676923e-05,9,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,40,5,10,0.062304214,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,127,13,11,0.003332081,13,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,120,14,8,5.182085530321678e-06,14,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,134,14,13,8.032232571998601e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,10,16,1.0364171060643357e-05,10,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004964438,5,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,126,11,14,0.000240967,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,44,4,16,5.182085530321678e-06,4,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,86,10,18,2.850147041676923e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,1,157,7,34,2.591042765160839e-06,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,77,7,18,9.068649678062936e-05,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,141,10,36,7.773128295482517e-06,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,9,6,1.5546256590965035e-05,9,0,1
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,107,10,29,5.182085530321678e-06,10,0,0
good,0,0,0,0,0,0,0,0,0,0,1,112,8,27,0.001461348,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,125,13,19,5.182085530321678e-06,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,8,19,0.000132143,8,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,1,1,0,63,7,12,0.003117024,7,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,166,8,35,2.591042765160839e-06,8,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,1,0,0,0,0,1,0,0,0,1,60,5,12,0.000709946,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,117,11,22,5.182085530321678e-06,11,0,0
good,0,0,0,0,0,0,0,0,0,1,1,94,6,35,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,0,1,148,6,43,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,10,9,1.0364171060643357e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,1,149,6,44,2.591042765160839e-06,6,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,1,76,6,17,0.000489707,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,141,11,21,0.000259104,11,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,118,11,7,0.000225421,11,0,0
good,0,0,0,0,0,0,0,0,0,0,1,148,7,24,0.000528573,7,0,0
ransom,0,0,0,0,1,0,1,0,0,0,1,32,3,12,2.012061403508772,0,1,1
ransom,0,1,0,0,0,0,1,0,0,1,0,40,5,10,0.062304214,5,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,8,14,8.291336848514685e-05,8,0,0
good,0,0,0,0,0,0,0,0,0,0,0,125,5,47,5.182085530321678e-06,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,76,9,11,1.0364171060643357e-05,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,101,6,53,4.922981253805594e-05,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,113,13,17,1.0364171060643357e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,83,9,13,5.182085530321678e-06,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,75,9,9,1.5546256590965035e-05,9,0,0
good,0,0,0,0,0,0,0,0,0,0,1,102,8,17,0.001842231,8,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,0,1,90,5,32,2.591042765160839e-06,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,68,7,8,5.182085530321678e-06,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,93,10,13,6.736711189418181e-05,10,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,124,11,13,0.000147689,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,0,1,153,6,48,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,0,1,115,8,30,0.000883546,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,106,12,12,5.182085530321678e-06,12,0,0
good,0,0,0,0,0,0,0,0,0,1,0,197,17,9,2.591042765160839e-06,17,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,71,8,14,2.591042765160839e-06,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,83,9,20,2.850147041676923e-05,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,11,11,1.2955213825804196e-05,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,112,13,11,6.736711189418181e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,10,6,2.591042765160839e-06,10,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,81,10,9,2.0728342121286713e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,113,13,7,5.182085530321678e-06,13,0,0
good,0,0,0,0,0,0,0,0,0,0,1,93,5,57,5.182085530321678e-06,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,119,8,60,2.591042765160839e-06,8,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,10,17,1.0364171060643357e-05,10,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,0,0,1,0,1,485.75949367088606,0,0,1
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,109,13,11,4.1456684242573426e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,112,14,11,0.003332081,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,12,12,1.0364171060643357e-05,12,0,0
good,0,0,0,0,0,0,0,0,0,1,0,85,7,38,2.331938488644755e-05,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,120,14,31,1.5546256590965035e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,108,12,21,5.182085530321678e-06,12,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,134,15,11,5.182085530321678e-06,15,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,85,5,49,2.591042765160839e-06,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,10,17,1.0364171060643357e-05,10,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,86,10,12,2.0728342121286713e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,1,30,3,10,0.002044333,3,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,91,11,15,1.0364171060643357e-05,11,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,125,11,14,0.000240967,11,0,0
ransom,0,0,0,0,0,1,0,0,1,0,1,123,5,11,0.00057262,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,90,10,13,6.736711189418181e-05,10,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,106,12,7,4.1456684242573426e-05,12,0,0
good,0,0,0,0,0,0,0,0,0,1,0,171,14,8,2.0728342121286713e-05,14,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,9,18,5.182085530321678e-06,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,92,12,10,1.0364171060643357e-05,12,0,0
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,149,14,35,5.182085530321678e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,80,10,11,1.2955213825804196e-05,10,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,12,6,5.182085530321678e-06,12,0,0
good,0,0,0,0,0,0,0,0,0,0,0,1,0,1,137.05357142857142,0,0,1
good,0,0,0,0,0,0,0,0,0,1,0,112,11,11,2.591042765160839e-06,11,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,11,10,1.0364171060643357e-05,11,0,0
good,0,0,0,0,0,0,0,0,0,0,1,59,4,12,0.006806669,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,165,6,60,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,74,9,11,5.182085530321678e-06,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,80,10,12,2.591042765160839e-06,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,10,11,1.0364171060643357e-05,10,0,0
ransom,0,0,0,0,1,0,1,0,0,0,1,89,6,18,5.830376940133037,0,1,1
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,129,10,13,2.591042765160839e-06,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,125,10,40,5.182085530321678e-06,10,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,0,0,0,0,0,0,0,1,1,0,76,7,29,0.000823952,7,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,86,10,11,5.182085530321678e-06,10,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.004264856,5,0,0
good,0,0,1,0,0,0,0,0,1,1,0,66,4,38,0.002601407,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,112,13,9,1.0364171060643357e-05,13,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.00039643,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,72,8,18,2.331938488644755e-05,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,83,8,19,5.95939835986993e-05,8,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,10,18,1.0364171060643357e-05,10,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.001197062,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,123,6,32,1.5546256590965035e-05,6,0,0
ransom,0,0,0,0,1,0,1,0,0,0,1,32,3,12,2.012061403508772,0,0,1
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004964438,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,1,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,243,14,57,7.773128295482517e-06,14,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,68,8,12,0.001264429,8,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,0,0,0,0,0,0,0,1,0,0,40,7,11,0.001088238,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,9,10,5.182085530321678e-06,9,0,1
good,0,0,0,0,0,0,0,0,0,1,0,96,11,21,5.182085530321678e-06,11,0,0
good,0,0,0,0,0,0,0,0,0,1,0,112,6,12,4.404772700773426e-05,6,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,130,12,9,3.109251318193007e-05,12,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,117,13,19,2.0728342121286713e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,0,1,143,9,8,0.000152872,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,129,11,23,1.2955213825804196e-05,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,70,4,42,0.00047157,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,56,5,20,1.5546256590965035e-05,5,0,0
good,0,0,0,0,0,0,0,0,0,0,1,28,3,8,0.001821503,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,102,12,15,5.182085530321678e-06,12,0,0
ransom,0,0,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,0,133,11,20,8.809545401546852e-05,11,0,0
good,0,0,0,0,0,0,0,0,0,0,1,133,6,28,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,0,1,117,8,32,0.001720452,8,0,0
good,0,0,0,0,0,0,0,0,0,0,1,168,10,21,1.2955213825804196e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,0,68,7,19,2.591042765160839e-06,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,101,11,12,0.000538937,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,126,11,15,0.00019951,11,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,142,6,29,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,110,13,9,6.736711189418181e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,136,11,19,0.000183964,11,0,0
good,0,0,0,0,0,0,0,0,0,1,0,91,11,11,5.182085530321678e-06,11,0,1
good,0,0,0,0,0,0,0,0,0,1,0,114,13,10,6.736711189418181e-05,13,0,0
good,0,0,0,0,0,0,0,0,0,1,0,172,12,17,2.591042765160839e-06,12,0,0
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0
good,0,0,0,0,0,0,0,0,0,0,1,151,6,46,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,191,16,3,0.000119188,16,0,0
good,1,0,0,0,0,0,0,0,1,0,1,23,2,12,0.000606304,2,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,78,4,14,0.001922554,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,97,9,21,5.182085530321678e-06,9,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,11,18,1.5546256590965035e-05,11,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0
good,0,0,0,0,0,0,0,0,0,0,1,120,8,35,0.00015028,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,94,11,7,4.66387697728951e-05,11,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,0,1,136,6,31,2.591042765160839e-06,6,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.004264856,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,103,12,14,1.0364171060643357e-05,12,0,0
good,0,0,0,0,0,0,0,0,0,0,1,35,3,9,0.000142507,3,0,0
good,0,0,0,0,0,0,0,0,0,1,1,104,6,45,5.182085530321678e-06,6,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,150,14,33,5.182085530321678e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,139,19,14,5.182085530321678e-06,19,0,0
good,0,0,0,0,0,0,0,0,0,1,0,115,12,17,5.182085530321678e-06,12,0,0
good,0,0,0,0,0,0,0,0,0,1,0,96,10,10,5.182085530321678e-06,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,78,10,12,2.850147041676923e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,1,0,109,11,19,5.182085530321678e-06,11,0,0
good,0,0,0,0,0,0,0,0,0,1,0,120,14,31,1.0364171060643357e-05,14,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,94,4,68,0.002601407,4,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,9,12,5.182085530321678e-06,9,0,0
good,0,0,0,0,0,0,0,0,0,0,1,159,9,36,0.000997551,9,0,0
good,0,0,0,0,0,0,0,0,0,1,1,52,4,18,2.331938488644755e-05,4,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,120,5,17,0.000181373,5,0,0
good,0,0,0,0,0,1,0,0,1,0,1,89,6,18,0.013626293901980852,6,0,0
good,0,0,0,0,0,0,0,0,0,0,1,77,5,41,2.591042765160839e-06,5,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0
good,0,0,0,0,0,0,0,0,0,1,0,69,8,6,1.5546256590965035e-05,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,92,10,16,1.0364171060643357e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,1,145,6,44,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,0,1,147,6,42,2.591042765160839e-06,6,0,0
good,0,0,0,0,0,0,0,0,0,1,0,69,8,11,3.109251318193007e-05,8,0,0
good,0,0,0,0,0,0,0,0,0,1,0,74,9,2,3.109251318193007e-05,9,0,1
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.005835028,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,69,9,12,1.2955213825804196e-05,9,0,0
good,0,0,0,0,0,0,0,0,0,0,0,79,7,24,7.773128295482517e-06,7,0,0
good,0,0,0,0,0,0,0,0,0,0,1,142,7,24,0.000528573,7,0,0
good,0,0,0,0,0,0,0,0,0,1,0,104,14,10,2.591042765160839e-05,14,0,0
good,0,0,0,0,0,0,0,0,0,1,0,84,10,15,1.0364171060643357e-05,10,0,0
good,0,0,0,0,0,0,0,0,0,0,0,1,0,1,311.9918699186992,0,0,1
good,0,0,0,0,0,0,0,0,0,1,0,98,11,16,1.0364171060643357e-05,11,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0
good,0,0,0,0,0,0,0,0,0,1,1,58,5,6,2.591042765160839e-06,5,0,0
good,0,0,0,0,0,0,0,0,0,1,0,199,19,7,1.2955213825804196e-05,19,0,0
good,0,0,0,0,0,0,0,0,0,0,1,134,6,29,2.591042765160839e-06,6,0,0
